street_address,postal_code,latitude,longitude,link,page,num,address_locality,address_region,scrape_generated,link_new,is_same,property
134 Yosemite Dr,15235,40.474422,-79.81449,https://www.trulia.com/p/pa/pittsburgh/134-yosemite-dr-pittsburgh-pa-15235--2014241846,174,29,Pittsburgh,PA,134 yosemite dr pittsburgh pa 15235,134 yosemite dr pittsburgh pa 15235,1,0
327 Kaercher St,15207,40.423706,-79.94611,https://www.trulia.com/p/pa/pittsburgh/327-kaercher-st-pittsburgh-pa-15207--2163147533,175,0,Pittsburgh,PA,327 kaercher st pittsburgh pa 15207,327 kaercher st pittsburgh pa 15207,1,0
300 E Agnew Ave,15210,40.396233,-79.98227,https://www.trulia.com/p/pa/pittsburgh/300-e-agnew-ave-pittsburgh-pa-15210--2089358172,175,1,Pittsburgh,PA,300 e agnew ave pittsburgh pa 15210,300 e agnew ave pittsburgh pa 15210,1,0
601 Hastings St,15206,40.448055,-79.91558,https://www.trulia.com/p/pa/pittsburgh/601-hastings-st-pittsburgh-pa-15206--2014067755,175,2,Pittsburgh,PA,601 hastings st pittsburgh pa 15206,601 hastings st pittsburgh pa 15206,1,0
862 Unity Center Rd,15239,40.48187,-79.76561,https://www.trulia.com/p/pa/pittsburgh/862-unity-center-rd-pittsburgh-pa-15239--2014298422,175,3,Pittsburgh,PA,862 unity center rd pittsburgh pa 15239,862 unity center rd pittsburgh pa 15239,1,0
144 Black Hills Rd,15239,40.477364,-79.70522,https://www.trulia.com/p/pa/pittsburgh/144-black-hills-rd-pittsburgh-pa-15239--2014291655,175,4,Pittsburgh,PA,144 black hills rd pittsburgh pa 15239,144 black hills rd pittsburgh pa 15239,1,0
227 Jill Dr,15236,40.35475,-79.97485,https://www.trulia.com/p/pa/pittsburgh/227-jill-dr-pittsburgh-pa-15236--2014257742,175,5,Pittsburgh,PA,227 jill dr pittsburgh pa 15236,227 jill dr pittsburgh pa 15236,1,0
358 Orchard Dr,15228,40.368996,-80.04225,https://www.trulia.com/p/pa/pittsburgh/358-orchard-dr-pittsburgh-pa-15228--1118426683,175,6,Pittsburgh,PA,358 orchard dr pittsburgh pa 15228,358 orchard dr pittsburgh pa 15228,1,0
200 Alries St,15210,40.399387,-79.985565,https://www.trulia.com/p/pa/pittsburgh/200-alries-st-pittsburgh-pa-15210--2014092541,175,7,Pittsburgh,PA,200 alries st pittsburgh pa 15210,200 alries st pittsburgh pa 15210,1,0
1904 Shamokin St,15203,40.42231,-79.980865,https://www.trulia.com/p/pa/pittsburgh/1904-shamokin-st-pittsburgh-pa-15203--1039514779,175,8,Pittsburgh,PA,1904 shamokin st pittsburgh pa 15203,1904 shamokin st pittsburgh pa 15203,1,0
1186 Snee Dr,15236,40.33547,-79.99973,https://www.trulia.com/p/pa/pittsburgh/1186-snee-dr-pittsburgh-pa-15236--2014255411,175,9,Pittsburgh,PA,1186 snee dr pittsburgh pa 15236,1186 snee dr pittsburgh pa 15236,1,0
6630 Ridgeville St,15217,40.44341,-79.913994,https://www.trulia.com/p/pa/pittsburgh/6630-ridgeville-st-pittsburgh-pa-15217--2014154122,175,10,Pittsburgh,PA,6630 ridgeville st pittsburgh pa 15217,6630 ridgeville st pittsburgh pa 15217,1,0
307 Russell St,15209,40.500195,-79.98352,https://www.trulia.com/p/pa/pittsburgh/307-russell-st-pittsburgh-pa-15209--2014086807,175,11,Pittsburgh,PA,307 russell st pittsburgh pa 15209,307 russell st pittsburgh pa 15209,1,0
736 Robinwood Dr,15220,40.39242,-80.05945,https://www.trulia.com/p/pa/pittsburgh/736-robinwood-dr-pittsburgh-pa-15220--2014174445,175,12,Pittsburgh,PA,736 robinwood dr pittsburgh pa 15220,736 robinwood dr pittsburgh pa 15220,1,0
1461 Hawthorne St,15201,40.48478,-79.935005,https://www.trulia.com/p/pa/pittsburgh/1461-hawthorne-st-pittsburgh-pa-15201--2014032444,175,13,Pittsburgh,PA,1461 hawthorne st pittsburgh pa 15201,1461 hawthorne st pittsburgh pa 15201,1,0
5091 Earlsdale Rd,15234,40.372314,-80.00005,https://www.trulia.com/p/pa/pittsburgh/5091-earlsdale-rd-pittsburgh-pa-15234--2014236678,175,14,Pittsburgh,PA,5091 earlsdale rd pittsburgh pa 15234,5091 earlsdale rd pittsburgh pa 15234,1,0
21 Highland Dr,15202,40.518223,-80.06929,https://www.trulia.com/p/pa/pittsburgh/21-highland-dr-pittsburgh-pa-15202--2014039804,175,15,Pittsburgh,PA,21 highland dr pittsburgh pa 15202,21 highland dr pittsburgh pa 15202,1,0
165 Fieldcrest Dr,15221,40.43201,-79.85508,https://www.trulia.com/p/pa/pittsburgh/165-fieldcrest-dr-pittsburgh-pa-15221--2014179680,175,16,Pittsburgh,PA,165 fieldcrest dr pittsburgh pa 15221,165 fieldcrest dr pittsburgh pa 15221,1,0
7341 Schley Ave,15218,40.419083,-79.89086,https://www.trulia.com/p/pa/pittsburgh/7341-schley-ave-pittsburgh-pa-15218--2014159756,175,17,Pittsburgh,PA,7341 schley ave pittsburgh pa 15218,7341 schley ave pittsburgh pa 15218,1,0
413 Virginia Ave,15215,40.49239,-79.898926,https://www.trulia.com/p/pa/pittsburgh/413-virginia-ave-pittsburgh-pa-15215--2014135273,175,18,Pittsburgh,PA,413 virginia ave pittsburgh pa 15215,413 virginia ave pittsburgh pa 15215,1,0
10813 Frankstown Rd,15235,40.463036,-79.84101,https://www.trulia.com/p/pa/pittsburgh/10813-frankstown-rd-pittsburgh-pa-15235--2014239421,175,19,Pittsburgh,PA,10813 frankstown rd pittsburgh pa 15235,10813 frankstown rd pittsburgh pa 15235,1,0
191 Warwick Dr,15241,40.346546,-80.069626,https://www.trulia.com/p/pa/pittsburgh/191-warwick-dr-pittsburgh-pa-15241--2014302397,175,20,Pittsburgh,PA,191 warwick dr pittsburgh pa 15241,191 warwick dr pittsburgh pa 15241,1,0
163 Inglewood Dr,15228,40.364517,-80.05505,https://www.trulia.com/p/pa/pittsburgh/163-inglewood-dr-pittsburgh-pa-15228--2014217653,175,21,Pittsburgh,PA,163 inglewood dr pittsburgh pa 15228,163 inglewood dr pittsburgh pa 15228,1,0
3926 Howley St,15224,40.46311,-79.958405,https://www.trulia.com/p/pa/pittsburgh/3926-howley-st-pittsburgh-pa-15224--2014195163,175,22,Pittsburgh,PA,3926 howley st pittsburgh pa 15224,3926 howley st pittsburgh pa 15224,1,0
2426 Spring St,15210,40.4158,-79.97211,https://www.trulia.com/p/pa/pittsburgh/2426-spring-st-pittsburgh-pa-15210--2014095437,175,23,Pittsburgh,PA,2426 spring st pittsburgh pa 15210,2426 spring st pittsburgh pa 15210,1,0
7332 Varsity Rd,15218,40.42474,-79.89234,https://www.trulia.com/p/pa/pittsburgh/7332-varsity-rd-pittsburgh-pa-15218--2014159694,175,24,Pittsburgh,PA,7332 varsity rd pittsburgh pa 15218,7332 varsity rd pittsburgh pa 15218,1,0
240 Edith St,15211,40.438396,-80.023865,https://www.trulia.com/p/pa/pittsburgh/240-edith-st-pittsburgh-pa-15211--1117620071,175,25,Pittsburgh,PA,240 edith st pittsburgh pa 15211,240 edith st pittsburgh pa 15211,1,0
2506 Hollywood Dr,15235,40.450974,-79.85193,https://www.trulia.com/p/pa/pittsburgh/2506-hollywood-dr-pittsburgh-pa-15235--2014246606,175,26,Pittsburgh,PA,2506 hollywood dr pittsburgh pa 15235,2506 hollywood dr pittsburgh pa 15235,1,0
9 Patton Dr,15241,40.35277,-80.05309,https://www.trulia.com/p/pa/pittsburgh/9-patton-dr-pittsburgh-pa-15241--2014306525,175,27,Pittsburgh,PA,9 patton dr pittsburgh pa 15241,9 patton dr pittsburgh pa 15241,1,0
2830 Shady Ave,15217,40.426804,-79.92357,https://www.trulia.com/p/pa/pittsburgh/2830-shady-ave-pittsburgh-pa-15217--2014148854,175,28,Pittsburgh,PA,2830 shady ave pittsburgh pa 15217,2830 shady ave pittsburgh pa 15217,1,0
198 Central Ave,15238,40.5029,-79.85648,https://www.trulia.com/p/pa/pittsburgh/198-central-ave-pittsburgh-pa-15238--2014286346,175,29,Pittsburgh,PA,198 central ave pittsburgh pa 15238,198 central ave pittsburgh pa 15238,1,0
541 Bigelow St,15207,40.41932,-79.93824,https://www.trulia.com/p/pa/pittsburgh/541-bigelow-st-pittsburgh-pa-15207--2014076522,176,1,Pittsburgh,PA,541 bigelow st pittsburgh pa 15207,541 bigelow st pittsburgh pa 15207,1,0
153 S 15th St,15203,40.426334,-79.98333,https://www.trulia.com/p/pa/pittsburgh/153-s-15th-st-pittsburgh-pa-15203--2089352847,176,2,Pittsburgh,PA,153 s 15th st pittsburgh pa 15203,153 s 15th st pittsburgh pa 15203,1,0
922 N Negley Ave,15206,40.473137,-79.9252,https://www.trulia.com/p/pa/pittsburgh/922-n-negley-ave-pittsburgh-pa-15206--2089356416,176,3,Pittsburgh,PA,922 n negley ave pittsburgh pa 15206,922 n negley ave pittsburgh pa 15206,1,0
1618 Williamsburg Pl,15235,40.450455,-79.85338,https://www.trulia.com/p/pa/pittsburgh/1618-williamsburg-pl-pittsburgh-pa-15235--1030041195,176,4,Pittsburgh,PA,1618 williamsburg pl pittsburgh pa 15235,1618 williamsburg pl pittsburgh pa 15235,1,0
5301 Westminster Pl,15232,40.449875,-79.93614,https://www.trulia.com/p/pa/pittsburgh/5301-westminster-pl-pittsburgh-pa-15232--1005365127,176,5,Pittsburgh,PA,5301 westminster pl pittsburgh pa 15232,5301 westminster pl pittsburgh pa 15232,1,0
3510 Ridgewood Dr,15235,40.436314,-79.82301,https://www.trulia.com/p/pa/pittsburgh/3510-ridgewood-dr-pittsburgh-pa-15235--2014249363,176,6,Pittsburgh,PA,3510 ridgewood dr pittsburgh pa 15235,3510 ridgewood dr pittsburgh pa 15235,1,0
118 Marlin Dr W,15216,40.388355,-80.05225,https://www.trulia.com/p/pa/pittsburgh/118-marlin-dr-w-pittsburgh-pa-15216--2089360966,176,7,Pittsburgh,PA,118 marlin dr w pittsburgh pa 15216,118 marlin dr w pittsburgh pa 15216,1,0
320 Avenue A,15221,40.413128,-79.84352,https://www.trulia.com/p/pa/pittsburgh/320-avenue-a-pittsburgh-pa-15221--2014182967,176,8,Pittsburgh,PA,320 avenue a pittsburgh pa 15221,320 avenue a pittsburgh pa 15221,1,0
2811 Bergman St,15204,40.454582,-80.05325,https://www.trulia.com/p/pa/pittsburgh/2811-bergman-st-pittsburgh-pa-15204--2014049205,176,9,Pittsburgh,PA,2811 bergman st pittsburgh pa 15204,2811 bergman st pittsburgh pa 15204,1,0
746 Jefferson Rd,15235,40.456154,-79.81521,https://www.trulia.com/p/pa/pittsburgh/746-jefferson-rd-pittsburgh-pa-15235--1008861922,176,10,Pittsburgh,PA,746 jefferson rd pittsburgh pa 15235,746 jefferson rd pittsburgh pa 15235,1,0
1429 Oakglen St,15204,40.448235,-80.06138,https://www.trulia.com/p/pa/pittsburgh/1429-oakglen-st-pittsburgh-pa-15204--2014048449,176,11,Pittsburgh,PA,1429 oakglen st pittsburgh pa 15204,1429 oakglen st pittsburgh pa 15204,1,0
2315 Manor Ave,15218,40.42039,-79.88064,https://www.trulia.com/p/pa/pittsburgh/2315-manor-ave-pittsburgh-pa-15218--2014158089,176,12,Pittsburgh,PA,2315 manor ave pittsburgh pa 15218,2315 manor ave pittsburgh pa 15218,1,0
205 Hunt Rd,15215,40.512234,-79.91175,https://www.trulia.com/p/pa/pittsburgh/205-hunt-rd-pittsburgh-pa-15215--2014133810,176,13,Pittsburgh,PA,205 hunt rd pittsburgh pa 15215,205 hunt rd pittsburgh pa 15215,1,0
47 Bigelow St,15207,40.424213,-79.94871,https://www.trulia.com/p/pa/pittsburgh/47-bigelow-st-pittsburgh-pa-15207--2014075137,176,14,Pittsburgh,PA,47 bigelow st pittsburgh pa 15207,47 bigelow st pittsburgh pa 15207,1,0
1812 Niggel St,15212,40.467995,-79.980385,https://www.trulia.com/p/pa/pittsburgh/1812-niggel-st-pittsburgh-pa-15212--1001635306,176,15,Pittsburgh,PA,1812 niggel st pittsburgh pa 15212,1812 niggel st pittsburgh pa 15212,1,0
302 Elysian St,15206,40.45174,-79.914055,https://www.trulia.com/p/pa/pittsburgh/302-elysian-st-pittsburgh-pa-15206--2014065086,176,16,Pittsburgh,PA,302 elysian st pittsburgh pa 15206,302 elysian st pittsburgh pa 15206,1,0
5518 Broad St,15206,40.464638,-79.93105,https://www.trulia.com/p/pa/pittsburgh/5518-broad-st-pittsburgh-pa-15206--2014066609,176,17,Pittsburgh,PA,5518 broad st pittsburgh pa 15206,5518 broad st pittsburgh pa 15206,1,0
3230 Kennett Sq,15213,40.434696,-79.96095,https://www.trulia.com/p/pa/pittsburgh/3230-kennett-sq-pittsburgh-pa-15213--2014121634,176,18,Pittsburgh,PA,3230 kennett sq pittsburgh pa 15213,3230 kennett sq pittsburgh pa 15213,1,0
2625 Thorntree Dr,15241,40.31281,-80.09177,https://www.trulia.com/p/pa/pittsburgh/2625-thorntree-dr-pittsburgh-pa-15241--2014304557,176,19,Pittsburgh,PA,2625 thorntree dr pittsburgh pa 15241,2625 thorntree dr pittsburgh pa 15241,1,0
1 Orlando Ave,15229,40.513214,-80.02754,https://www.trulia.com/p/pa/pittsburgh/1-orlando-ave-pittsburgh-pa-15229--2014225222,176,20,Pittsburgh,PA,1 orlando ave pittsburgh pa 15229,1 orlando ave pittsburgh pa 15229,1,0
3525 Simen Ave,15212,40.48025,-80.03284,https://www.trulia.com/p/pa/pittsburgh/3525-simen-ave-pittsburgh-pa-15212--2014116481,176,21,Pittsburgh,PA,3525 simen ave pittsburgh pa 15212,3525 simen ave pittsburgh pa 15212,1,0
1121 N Negley Ave,15206,40.476105,-79.92464,https://www.trulia.com/p/pa/pittsburgh/1121-n-negley-ave-pittsburgh-pa-15206--2089354909,176,22,Pittsburgh,PA,1121 n negley ave pittsburgh pa 15206,1121 n negley ave pittsburgh pa 15206,1,0
617 Sunnyland Ave,15227,40.38238,-79.99046,https://www.trulia.com/p/pa/pittsburgh/617-sunnyland-ave-pittsburgh-pa-15227--2014215658,176,23,Pittsburgh,PA,617 sunnyland ave pittsburgh pa 15227,617 sunnyland ave pittsburgh pa 15227,1,0
1913 Columbia Ave,15218,40.42454,-79.88541,https://www.trulia.com/p/pa/pittsburgh/1913-columbia-ave-pittsburgh-pa-15218--2014157117,176,24,Pittsburgh,PA,1913 columbia ave pittsburgh pa 15218,1913 columbia ave pittsburgh pa 15218,1,0
324 Anthon Dr,15235,40.46908,-79.80115,https://www.trulia.com/p/pa/pittsburgh/324-anthon-dr-pittsburgh-pa-15235--2014248604,176,25,Pittsburgh,PA,324 anthon dr pittsburgh pa 15235,324 anthon dr pittsburgh pa 15235,1,0
2923 Glasgow St,15204,40.45726,-80.04919,https://www.trulia.com/p/pa/pittsburgh/2923-glasgow-st-pittsburgh-pa-15204--2014049363,176,26,Pittsburgh,PA,2923 glasgow st pittsburgh pa 15204,2923 glasgow st pittsburgh pa 15204,1,0
5265 Duncan St,15201,40.479855,-79.95006,https://www.trulia.com/p/pa/pittsburgh/5265-duncan-st-pittsburgh-pa-15201--2014037029,176,27,Pittsburgh,PA,5265 duncan st pittsburgh pa 15201,5265 duncan st pittsburgh pa 15201,1,0
717 Buchanan Pl,15228,40.378822,-80.043205,https://www.trulia.com/p/pa/pittsburgh/717-buchanan-pl-pittsburgh-pa-15228--1039124198,176,28,Pittsburgh,PA,717 buchanan pl pittsburgh pa 15228,717 buchanan pl pittsburgh pa 15228,1,0
181 Sycamore Dr,15235,40.48095,-79.82917,https://www.trulia.com/p/pa/pittsburgh/181-sycamore-dr-pittsburgh-pa-15235--2014243940,176,29,Pittsburgh,PA,181 sycamore dr pittsburgh pa 15235,181 sycamore dr pittsburgh pa 15235,1,0
248 Hilands Ave,15202,40.50891,-80.08627,https://www.trulia.com/p/pa/pittsburgh/248-hilands-ave-pittsburgh-pa-15202--2014040187,177,0,Pittsburgh,PA,248 hilands ave pittsburgh pa 15202,248 hilands ave pittsburgh pa 15202,1,0
181 London Towne Dr,15226,40.410587,-80.00993,https://www.trulia.com/p/pa/pittsburgh/181-london-towne-dr-pittsburgh-pa-15226--2014201100,177,1,Pittsburgh,PA,181 london towne dr pittsburgh pa 15226,181 london towne dr pittsburgh pa 15226,1,0
4977 Young Dr,15227,40.360783,-79.96219,https://www.trulia.com/p/pa/pittsburgh/4977-young-dr-pittsburgh-pa-15227--2014214662,177,2,Pittsburgh,PA,4977 young dr pittsburgh pa 15227,4977 young dr pittsburgh pa 15227,1,0
1536 Bellaire Pl,15226,40.39325,-80.0045,https://www.trulia.com/p/pa/pittsburgh/1536-bellaire-pl-pittsburgh-pa-15226--2014200478,177,3,Pittsburgh,PA,1536 bellaire pl pittsburgh pa 15226,1536 bellaire pl pittsburgh pa 15226,1,0
230 Broadway Dr,15236,40.335022,-79.9666,https://www.trulia.com/p/pa/pittsburgh/230-broadway-dr-pittsburgh-pa-15236--2014257786,177,4,Pittsburgh,PA,230 broadway dr pittsburgh pa 15236,230 broadway dr pittsburgh pa 15236,1,0
265 Boggston Ave,15210,40.417736,-80.010254,https://www.trulia.com/p/pa/pittsburgh/265-boggston-ave-pittsburgh-pa-15210--2014095881,177,5,Pittsburgh,PA,265 boggston ave pittsburgh pa 15210,265 boggston ave pittsburgh pa 15210,1,0
5250 Liberty Ave,15224,40.45672,-79.94023,https://www.trulia.com/p/pa/pittsburgh/5250-liberty-ave-pittsburgh-pa-15224--2163144882,177,6,Pittsburgh,PA,5250 liberty ave pittsburgh pa 15224,5250 liberty ave pittsburgh pa 15224,1,0
200 Ridge Rd,15238,40.537994,-79.91471,https://www.trulia.com/p/pa/pittsburgh/200-ridge-rd-pittsburgh-pa-15238--2163135694,177,7,Pittsburgh,PA,200 ridge rd pittsburgh pa 15238,200 ridge rd pittsburgh pa 15238,1,0
7120 Baker St,15206,40.487717,-79.92387,https://www.trulia.com/p/pa/pittsburgh/7120-baker-st-pittsburgh-pa-15206--2014070503,177,8,Pittsburgh,PA,7120 baker st pittsburgh pa 15206,7120 baker st pittsburgh pa 15206,1,0
120 Legrande Dr,15221,40.414913,-79.83948,https://www.trulia.com/p/pa/pittsburgh/120-legrande-dr-pittsburgh-pa-15221--2014176996,177,9,Pittsburgh,PA,120 legrande dr pittsburgh pa 15221,120 legrande dr pittsburgh pa 15221,1,0
15 Barton Dr,15221,40.441296,-79.859276,https://www.trulia.com/p/pa/pittsburgh/15-barton-dr-pittsburgh-pa-15221--2014179418,177,10,Pittsburgh,PA,15 barton dr pittsburgh pa 15221,15 barton dr pittsburgh pa 15221,1,0
1046 S Trenton Ave,15221,40.434555,-79.89054,https://www.trulia.com/p/pa/pittsburgh/1046-s-trenton-ave-pittsburgh-pa-15221--2089362293,177,11,Pittsburgh,PA,1046 s trenton ave pittsburgh pa 15221,1046 s trenton ave pittsburgh pa 15221,1,0
127 S 18th St,15203,40.427113,-79.98051,https://www.trulia.com/p/pa/pittsburgh/127-s-18th-st-pittsburgh-pa-15203--2089352656,177,12,Pittsburgh,PA,127 s 18th st pittsburgh pa 15203,127 s 18th st pittsburgh pa 15203,1,0
1719 Jancey St,15206,40.48544,-79.92749,https://www.trulia.com/p/pa/pittsburgh/1719-jancey-st-pittsburgh-pa-15206--2014064240,177,13,Pittsburgh,PA,1719 jancey st pittsburgh pa 15206,1719 jancey st pittsburgh pa 15206,1,0
240 Mathilda St,15209,40.4852,-79.96691,https://www.trulia.com/p/pa/pittsburgh/240-mathilda-st-pittsburgh-pa-15209--2014086429,177,14,Pittsburgh,PA,240 mathilda st pittsburgh pa 15209,240 mathilda st pittsburgh pa 15209,1,0
1006 Davis Ave,15212,40.481857,-80.02969,https://www.trulia.com/p/pa/pittsburgh/1006-davis-ave-pittsburgh-pa-15212--2014106662,177,15,Pittsburgh,PA,1006 davis ave pittsburgh pa 15212,1006 davis ave pittsburgh pa 15212,1,0
7713 Cannon St,15218,40.42306,-79.88293,https://www.trulia.com/p/pa/pittsburgh/7713-cannon-st-pittsburgh-pa-15218--2014160457,177,16,Pittsburgh,PA,7713 cannon st pittsburgh pa 15218,7713 cannon st pittsburgh pa 15218,1,0
8 Hemingway St,15213,40.45632,-79.95026,https://www.trulia.com/p/pa/pittsburgh/8-hemingway-st-pittsburgh-pa-15213--1046110517,177,17,Pittsburgh,PA,8 hemingway st pittsburgh pa 15213,8 hemingway st pittsburgh pa 15213,1,0
308 Crescent Garden Dr,15235,40.473225,-79.805595,https://www.trulia.com/p/pa/pittsburgh/308-crescent-garden-dr-pittsburgh-pa-15235--2183177246,177,18,Pittsburgh,PA,308 crescent garden dr pittsburgh pa 15235,308 crescent garden dr pittsburgh pa 15235,1,0
30 Alexander Pl,15243,40.373386,-80.059525,https://www.trulia.com/p/pa/pittsburgh/30-alexander-pl-pittsburgh-pa-15243--1012398041,177,19,Pittsburgh,PA,30 alexander pl pittsburgh pa 15243,30 alexander pl pittsburgh pa 15243,1,0
129 Country Club Dr,15235,40.45304,-79.847664,https://www.trulia.com/p/pa/pittsburgh/129-country-club-dr-pittsburgh-pa-15235--2014241506,177,20,Pittsburgh,PA,129 country club dr pittsburgh pa 15235,129 country club dr pittsburgh pa 15235,1,0
154 Hollow Haven Dr,15236,40.344776,-79.99005,https://www.trulia.com/p/pa/pittsburgh/154-hollow-haven-dr-pittsburgh-pa-15236--1005302822,177,21,Pittsburgh,PA,154 hollow haven dr pittsburgh pa 15236,154 hollow haven dr pittsburgh pa 15236,1,0
216 Munsey Ave,15227,40.373062,-79.9781,https://www.trulia.com/p/pa/pittsburgh/216-munsey-ave-pittsburgh-pa-15227--2014208370,177,22,Pittsburgh,PA,216 munsey ave pittsburgh pa 15227,216 munsey ave pittsburgh pa 15227,1,0
340 Tampa Ave,15228,40.375717,-80.03549,https://www.trulia.com/p/pa/pittsburgh/340-tampa-ave-pittsburgh-pa-15228--2014219658,177,23,Pittsburgh,PA,340 tampa ave pittsburgh pa 15228,340 tampa ave pittsburgh pa 15228,1,0
780 Killarney Dr,15234,40.377956,-80.01402,https://www.trulia.com/p/pa/pittsburgh/780-killarney-dr-pittsburgh-pa-15234--1005642396,177,24,Pittsburgh,PA,780 killarney dr pittsburgh pa 15234,780 killarney dr pittsburgh pa 15234,1,0
710 Berkshire Ave,15226,40.3938,-80.02219,https://www.trulia.com/p/pa/pittsburgh/710-berkshire-ave-pittsburgh-pa-15226--2014204130,177,25,Pittsburgh,PA,710 berkshire ave pittsburgh pa 15226,710 berkshire ave pittsburgh pa 15226,1,0
109 Elizabeth Ln,15237,40.531647,-80.01617,https://www.trulia.com/p/pa/pittsburgh/109-elizabeth-ln-pittsburgh-pa-15237--2014268061,177,26,Pittsburgh,PA,109 elizabeth ln pittsburgh pa 15237,109 elizabeth ln pittsburgh pa 15237,1,0
3607 Butler St #201,15201,40.46563,-79.96547,https://www.trulia.com/p/pa/pittsburgh/3607-butler-st-201-pittsburgh-pa-15201--2305497390,177,27,Pittsburgh,PA,3607 butler st 201 pittsburgh pa 15201,3607 butler st 201 pittsburgh pa 15201,1,0
4853 Oakridge Dr,15227,40.359028,-79.97091,https://www.trulia.com/p/pa/pittsburgh/4853-oakridge-dr-pittsburgh-pa-15227--2014214479,177,28,Pittsburgh,PA,4853 oakridge dr pittsburgh pa 15227,4853 oakridge dr pittsburgh pa 15227,1,0
1300 Merryfield St,15204,40.44816,-80.05797,https://www.trulia.com/p/pa/pittsburgh/1300-merryfield-st-pittsburgh-pa-15204--2014048070,177,29,Pittsburgh,PA,1300 merryfield st pittsburgh pa 15204,1300 merryfield st pittsburgh pa 15204,1,0
410 Eureka St,15211,40.42357,-80.00035,https://www.trulia.com/p/pa/pittsburgh/410-eureka-st-pittsburgh-pa-15211--1118675953,178,0,Pittsburgh,PA,410 eureka st pittsburgh pa 15211,410 eureka st pittsburgh pa 15211,1,0
15 Oakmont St,15205,40.439873,-80.05677,https://www.trulia.com/p/pa/pittsburgh/15-oakmont-st-pittsburgh-pa-15205--2014054496,178,1,Pittsburgh,PA,15 oakmont st pittsburgh pa 15205,15 oakmont st pittsburgh pa 15205,1,0
3330 Kathy Dr,15204,40.450542,-80.0714,https://www.trulia.com/p/pa/pittsburgh/3330-kathy-dr-pittsburgh-pa-15204--2014050530,178,2,Pittsburgh,PA,3330 kathy dr pittsburgh pa 15204,3330 kathy dr pittsburgh pa 15204,1,0
1257 Duffield St,15206,40.481335,-79.93143,https://www.trulia.com/p/pa/pittsburgh/1257-duffield-st-pittsburgh-pa-15206--2014062344,178,3,Pittsburgh,PA,1257 duffield st pittsburgh pa 15206,1257 duffield st pittsburgh pa 15206,1,0
805 Blue Ridge Rd,15239,40.45865,-79.7115,https://www.trulia.com/p/pa/pittsburgh/805-blue-ridge-rd-pittsburgh-pa-15239--2014298118,178,4,Pittsburgh,PA,805 blue ridge rd pittsburgh pa 15239,805 blue ridge rd pittsburgh pa 15239,1,0
130 S 22nd St #2E,15203,40.42688,-79.97505,https://www.trulia.com/p/pa/pittsburgh/130-s-22nd-st-2e-pittsburgh-pa-15203--2177910869,178,5,Pittsburgh,PA,130 s 22nd st 2e pittsburgh pa 15203,130 s 22nd st 2e pittsburgh pa 15203,1,0
146 N Bellefield Ave #1203,15213,40.447735,-79.95209,https://www.trulia.com/p/pa/pittsburgh/146-n-bellefield-ave-1203-pittsburgh-pa-15213--2089359492,178,6,Pittsburgh,PA,146 n bellefield ave 1203 pittsburgh pa 15213,146 n bellefield ave 1203 pittsburgh pa 15213,1,0
439 Marietta Pl,15228,40.384598,-80.05151,https://www.trulia.com/p/pa/pittsburgh/439-marietta-pl-pittsburgh-pa-15228--2014220362,178,7,Pittsburgh,PA,439 marietta pl pittsburgh pa 15228,439 marietta pl pittsburgh pa 15228,1,0
2618 McCord St,15203,40.423283,-79.96932,https://www.trulia.com/p/pa/pittsburgh/2618-mccord-st-pittsburgh-pa-15203--1117786067,178,8,Pittsburgh,PA,2618 mccord st pittsburgh pa 15203,2618 mccord st pittsburgh pa 15203,1,0
146 Julius St,15206,40.459167,-79.91131,https://www.trulia.com/p/pa/pittsburgh/146-julius-st-pittsburgh-pa-15206--2014063270,178,9,Pittsburgh,PA,146 julius st pittsburgh pa 15206,146 julius st pittsburgh pa 15206,1,0
462 Charlotte Dr,15236,40.347897,-79.99913,https://www.trulia.com/p/pa/pittsburgh/462-charlotte-dr-pittsburgh-pa-15236--2014260835,178,10,Pittsburgh,PA,462 charlotte dr pittsburgh pa 15236,462 charlotte dr pittsburgh pa 15236,1,0
1042 Steuben St,15220,40.443188,-80.04438,https://www.trulia.com/p/pa/pittsburgh/1042-steuben-st-pittsburgh-pa-15220--2014168647,178,11,Pittsburgh,PA,1042 steuben st pittsburgh pa 15220,1042 steuben st pittsburgh pa 15220,1,0
3077 Mount Troy Rd,15212,40.48075,-79.98909,https://www.trulia.com/p/pa/pittsburgh/3077-mount-troy-rd-pittsburgh-pa-15212--1118087056,178,12,Pittsburgh,PA,3077 mount troy rd pittsburgh pa 15212,3077 mount troy rd pittsburgh pa 15212,1,0
1034 Premier St,15201,40.48352,-79.94124,https://www.trulia.com/p/pa/pittsburgh/1034-premier-st-pittsburgh-pa-15201--2014031639,178,13,Pittsburgh,PA,1034 premier st pittsburgh pa 15201,1034 premier st pittsburgh pa 15201,1,0
2934 Pyramid Ave,15227,40.38292,-79.97344,https://www.trulia.com/p/pa/pittsburgh/2934-pyramid-ave-pittsburgh-pa-15227--2014209739,178,14,Pittsburgh,PA,2934 pyramid ave pittsburgh pa 15227,2934 pyramid ave pittsburgh pa 15227,1,0
